time,band,flux,fluxerr,zp,zpsys,image
0.0,lssti,24.70326287448086,1.0947759262057775,27,AB,image_1
5.172413793103448,lssti,29.98723386377386,1.1435471703700733,27,AB,image_1
10.344827586206897,lssti,28.665905364689593,1.1128613825212073,27,AB,image_1
15.517241379310345,lssti,27.803078550981734,1.1073085842253745,27,AB,image_1
20.689655172413794,lssti,22.588161725434222,1.0618855013350612,27,AB,image_1
25.862068965517242,lssti,17.10561085714385,1.1010646649558993,27,AB,image_1
31.03448275862069,lssti,11.58039982998991,1.0799113494715917,27,AB,image_1
36.20689655172414,lssti,7.417087039482563,1.0489971800381552,27,AB,image_1
41.37931034482759,lssti,4.609570320106509,1.032616229119295,27,AB,image_1
46.55172413793103,lssti,3.234932569258155,1.0970872931122175,27,AB,image_1
51.724137931034484,lssti,2.3546529082680694,1.0531417978842261,27,AB,image_1
56.896551724137936,lssti,2.909270548189401,1.0848979629458906,27,AB,image_1
62.06896551724138,lssti,3.343149704712239,1.0905012449889717,27,AB,image_1
72.41379310344828,lssti,0.6047330945994499,1.070038024291914,27,AB,image_1
77.58620689655173,lssti,0.6669020807337191,1.0485509957379529,27,AB,image_1
87.93103448275862,lssti,0.6155961351476016,1.0969964913632377,27,AB,image_1
103.44827586206897,lssti,2.773461888222341,1.0829959863004397,27,AB,image_1
108.62068965517241,lssti,1.7082899280705681,1.0567067266003884,27,AB,image_1
0.0,lssty,24.73195957081644,1.0976469182019493,27,AB,image_1
5.172413793103448,lssty,30.25115148176669,1.1451972826091543,27,AB,image_1
10.344827586206897,lssty,33.944513156804206,1.1257251463401223,27,AB,image_1
15.517241379310345,lssty,30.06452661008144,1.1675018648658169,27,AB,image_1
20.689655172413794,lssty,27.629773312194597,1.140619938410692,27,AB,image_1
25.862068965517242,lssty,22.559844521309188,1.1100507884125856,27,AB,image_1
31.03448275862069,lssty,20.776900584587764,1.1339378505370086,27,AB,image_1
36.20689655172414,lssty,17.365305055081308,1.1036304391447431,27,AB,image_1
41.37931034482759,lssty,11.513811941141029,1.0586489687651126,27,AB,image_1
46.55172413793103,lssty,8.329279245690055,1.075349025267678,27,AB,image_1
51.724137931034484,lssty,6.423117250075562,1.024900654631868,27,AB,image_1
56.896551724137936,lssty,6.218482022228276,1.0575249394585868,27,AB,image_1
62.06896551724138,lssty,4.263673406086765,1.0329990209775834,27,AB,image_1
67.24137931034483,lssty,2.9261371801761817,1.0361478356518459,27,AB,image_1
72.41379310344828,lssty,2.698534199356139,1.0194491057854942,27,AB,image_1
77.58620689655173,lssty,2.9694099611322193,1.0701047062480509,27,AB,image_1
82.75862068965517,lssty,2.069492857293936,1.0742520121060586,27,AB,image_1
87.93103448275862,lssty,2.1048402312344674,1.101667343065871,27,AB,image_1
93.10344827586206,lssty,1.3635007622996074,1.0119283107946808,27,AB,image_1
98.27586206896552,lssty,3.0010934568517067,1.0086078854046703,27,AB,image_1
103.44827586206897,lssty,2.478632935300616,1.0265245203460007,27,AB,image_1
108.62068965517241,lssty,2.8426901405133616,1.0209885798456413,27,AB,image_1
0.0,F110W,70.54496991075975,1.2183091660991514,28,AB,image_1
5.172413793103448,F110W,81.38316233059538,1.254312037654171,28,AB,image_1
10.344827586206897,F110W,87.17599180513919,1.2165307257242797,28,AB,image_1
15.517241379310345,F110W,85.92614287573039,1.2230486621571328,28,AB,image_1
20.689655172413794,F110W,77.8930559812158,1.2238878342950898,28,AB,image_1
25.862068965517242,F110W,65.02031642983772,1.1709687039584014,28,AB,image_1
31.03448275862069,F110W,55.391679993600064,1.1537885120982503,28,AB,image_1
36.20689655172414,F110W,49.645546223485596,1.1247145251098998,28,AB,image_1
41.37931034482759,F110W,41.82132310768801,1.1809510051550678,28,AB,image_1
46.55172413793103,F110W,37.530375393177756,1.1680129934725072,28,AB,image_1
51.724137931034484,F110W,33.00250137813945,1.1731231794037815,28,AB,image_1
56.896551724137936,F110W,28.385444803233625,1.1251273573326257,28,AB,image_1
62.06896551724138,F110W,24.27924922171088,1.0737836885783187,28,AB,image_1
