time,band,flux,fluxerr,zp,zpsys,image
0.0,lssti,12.739530657207357,1.1158678094720273,27,AB,image_1
5.172413793103448,lssti,10.451274363387439,1.0669904345093306,27,AB,image_1
10.344827586206897,lssti,11.959809931694252,1.0962370422011651,27,AB,image_1
15.517241379310345,lssti,8.942039313398052,1.0627108012770952,27,AB,image_1
20.689655172413794,lssti,10.002419516929972,1.0371690802779705,27,AB,image_1
25.862068965517242,lssti,6.701887152790259,1.0170334096606601,27,AB,image_1
31.03448275862069,lssti,4.930628534269489,1.0122688399604967,27,AB,image_1
36.20689655172414,lssti,1.9401421927113722,1.0515069166672084,27,AB,image_1
41.37931034482759,lssti,1.8157531461802614,1.0627281498756116,27,AB,image_1
46.55172413793103,lssti,1.8982697590314563,1.0505079714713115,27,AB,image_1
51.724137931034484,lssti,3.689179421098511,1.0948465976112534,27,AB,image_1
56.896551724137936,lssti,0.21729221665932763,1.0507423897624337,27,AB,image_1
62.06896551724138,lssti,2.3279178706213655,1.0225215298014825,27,AB,image_1
67.24137931034483,lssti,0.8148332714907165,1.0043557981499696,27,AB,image_1
72.41379310344828,lssti,0.754544801051395,1.086035528534524,27,AB,image_1
77.58620689655173,lssti,1.5574592912745215,1.0075020950501234,27,AB,image_1
82.75862068965517,lssti,1.9209226241888313,1.082650913040917,27,AB,image_1
87.93103448275862,lssti,0.30934785786970953,1.0431201109380808,27,AB,image_1
93.10344827586206,lssti,2.0861261827677193,1.0462124468909717,27,AB,image_1
98.27586206896552,lssti,1.4212748336235161,1.1011442044204724,27,AB,image_1
103.44827586206897,lssti,0.33022692346140375,1.0922581100088338,27,AB,image_1
108.62068965517241,lssti,1.5413236058570845,1.0091734171926872,27,AB,image_1
113.79310344827587,lssti,2.3234174272941432,1.082849608678711,27,AB,image_1
0.0,lssty,22.288655452846914,1.0959214190076743,27,AB,image_1
5.172413793103448,lssty,28.119932863029234,1.0969239079994646,27,AB,image_1
10.344827586206897,lssty,27.37667467223769,1.0922378562725106,27,AB,image_1
15.517241379310345,lssty,30.04601063000318,1.1453748357995706,27,AB,image_1
20.689655172413794,lssty,25.0960250907258,1.12457310668322,27,AB,image_1
25.862068965517242,lssty,21.10032380609368,1.097399967310947,27,AB,image_1
31.03448275862069,lssty,19.541114855066468,1.0658489700275298,27,AB,image_1
36.20689655172414,lssty,12.108541473799558,1.1182087878289928,27,AB,image_1
41.37931034482759,lssty,11.884037042324422,1.1014207567906824,27,AB,image_1
46.55172413793103,lssty,7.952469040727499,1.068635688741744,27,AB,image_1
51.724137931034484,lssty,5.915348062664697,1.1016080798157637,27,AB,image_1
56.896551724137936,lssty,4.57059315792526,1.0451118406021038,27,AB,image_1
62.06896551724138,lssty,1.820647698974501,1.1030580988612955,27,AB,image_1
