time,band,flux,fluxerr,zp,zpsys,image
0.0,lssti,13.62352883851841,1.0923269611394364,27,AB,image_1
5.172413793103448,lssti,18.151818351952215,1.0557528059828223,27,AB,image_1
10.344827586206897,lssti,14.104559621012475,1.0396887115635236,27,AB,image_1
15.517241379310345,lssti,13.126299252271599,1.0881859268392393,27,AB,image_1
20.689655172413794,lssti,10.486269513581028,1.1187590356065458,27,AB,image_1
25.862068965517242,lssti,8.005530542130963,1.0550420285280855,27,AB,image_1
31.03448275862069,lssti,5.672727953743419,1.0698676919997387,27,AB,image_1
36.20689655172414,lssti,1.6425536092186852,1.07152995580699,27,AB,image_1
41.37931034482759,lssti,2.1489872633311244,1.044548293138917,27,AB,image_1
46.55172413793103,lssti,1.8853719716783073,1.0073000651448505,27,AB,image_1
56.896551724137936,lssti,0.9745854869450236,1.054428242936029,27,AB,image_1
67.24137931034483,lssti,0.43089651095742787,1.0369553573111254,27,AB,image_1
72.41379310344828,lssti,0.21694679029827002,1.0850606467222605,27,AB,image_1
77.58620689655173,lssti,0.4994760645179309,1.0461808869631557,27,AB,image_1
82.75862068965517,lssti,0.06565369164500978,1.0271224756384634,27,AB,image_1
87.93103448275862,lssti,1.7430976955483932,1.0171022684553612,27,AB,image_1
93.10344827586206,lssti,0.2989310092270306,1.036417452984434,27,AB,image_1
98.27586206896552,lssti,1.2150691385905596,1.0055688236126679,27,AB,image_1
0.0,lssty,13.69363564895117,1.0916685329694729,27,AB,image_1
5.172413793103448,lssty,15.27692695375238,1.1070714270262463,27,AB,image_1
10.344827586206897,lssty,17.423423715787635,1.1041185648210647,27,AB,image_1
15.517241379310345,lssty,18.333206346566044,1.0995810750774404,27,AB,image_1
20.689655172413794,lssty,14.432477035699753,1.1111169680055075,27,AB,image_1
25.862068965517242,lssty,15.270394687279792,1.0773140999391972,27,AB,image_1
31.03448275862069,lssty,10.17346530776316,1.0399378280227933,27,AB,image_1
36.20689655172414,lssty,9.50981566554469,1.1033953831140435,27,AB,image_1
41.37931034482759,lssty,7.966316828919799,1.079808246385762,27,AB,image_1
46.55172413793103,lssty,6.0638348927769865,1.1094115321295885,27,AB,image_1
51.724137931034484,lssty,3.5864297093586055,1.0136211199956833,27,AB,image_1
56.896551724137936,lssty,3.9994624636881335,1.0126638092500704,27,AB,image_1
62.06896551724138,lssty,4.798069614979594,1.045807064205566,27,AB,image_1
67.24137931034483,lssty,0.7951411046967862,1.009643471817319,27,AB,image_1
72.41379310344828,lssty,0.30029479836701833,1.086547927704008,27,AB,image_1
77.58620689655173,lssty,2.3433152908496493,1.0273984918534969,27,AB,image_1
82.75862068965517,lssty,2.6631344296312616,1.027132264726214,27,AB,image_1
87.93103448275862,lssty,0.3583681423619438,1.0322725179689198,27,AB,image_1
93.10344827586206,lssty,3.5867090823742043,1.0925680324285647,27,AB,image_1
98.27586206896552,lssty,1.2430383432355638,1.0380391688327042,27,AB,image_1
103.44827586206897,lssty,0.9131514710456787,1.018863791159586,27,AB,image_1
0.0,F110W,41.157857891342815,1.1477749780776412,28,AB,image_1
5.172413793103448,F110W,44.5375069353408,1.1214567253298209,28,AB,image_1
10.344827586206897,F110W,47.84566366094008,1.1584998838134357,28,AB,image_1
15.517241379310345,F110W,47.16668608161157,1.1935149175869069,28,AB,image_1
20.689655172413794,F110W,42.50224479264173,1.1190720700237533,28,AB,image_1
25.862068965517242,F110W,35.421235985774445,1.1756300151787056,28,AB,image_1
31.03448275862069,F110W,29.751632711131084,1.1571086531284511,28,AB,image_1
36.20689655172414,F110W,27.05534528579582,1.1068449484641638,28,AB,image_1
41.37931034482759,F110W,23.42318626018038,1.1255068811723445,28,AB,image_1
46.55172413793103,F110W,19.948432134080758,1.1101107194603383,28,AB,image_1
51.724137931034484,F110W,19.156480481184875,1.0747456609140722,28,AB,image_1
56.896551724137936,F110W,16.69145651143549,1.066651630349276,28,AB,image_1
62.06896551724138,F110W,11.751182640375566,1.1224683439000986,28,AB,image_1
67.24137931034483,F110W,11.09585154479902,1.1161161668219555,28,AB,image_1
72.41379310344828,F110W,9.8759172484015,1.0496356919326981,28,AB,image_1
77.58620689655173,F110W,8.372393695906752,1.0910087046884887,28,AB,image_1
82.75862068965517,F110W,7.598740768393664,1.0653981466951288,28,AB,image_1
87.93103448275862,F110W,5.888330049252297,1.0257377708572828,28,AB,image_1
93.10344827586206,F110W,4.809042776693852,1.079605305804493,28,AB,image_1
98.27586206896552,F110W,5.086536780570578,1.0869449669681484,28,AB,image_1
103.44827586206897,F110W,5.543796478917423,1.0550247567074527,28,AB,image_1
0.0,F160W,29.767782554651994,1.1158840828445893,28,AB,image_1
