time,band,flux,fluxerr,zp,zpsys,image
0.0,lssti,9.94383904312735,1.0618661356880534,27,AB,image_1
5.172413793103448,lssti,12.857160086615256,1.1251756447475336,27,AB,image_1
10.344827586206897,lssti,12.152221027826915,1.078185442387562,27,AB,image_1
15.517241379310345,lssti,12.666140130815101,1.1010835574788587,27,AB,image_1
20.689655172413794,lssti,9.804241119282505,1.0537630252949286,27,AB,image_1
25.862068965517242,lssti,8.48445118067103,1.0396817421597286,27,AB,image_1
31.03448275862069,lssti,8.103967213823179,1.106099742202494,27,AB,image_1
36.20689655172414,lssti,2.7855042452248022,1.0494173386795609,27,AB,image_1
41.37931034482759,lssti,2.2877522467181053,1.1004826846250833,27,AB,image_1
46.55172413793103,lssti,3.510186171206536,1.0625108832139847,27,AB,image_1
51.724137931034484,lssti,1.2202120289010037,1.0745018462247435,27,AB,image_1
56.896551724137936,lssti,2.2192935656023387,1.0543128541249631,27,AB,image_1
62.06896551724138,lssti,1.2288516113320456,1.0735889130989928,27,AB,image_1
67.24137931034483,lssti,2.992929210351484,1.0527365738754222,27,AB,image_1
72.41379310344828,lssti,0.1236859840300345,1.0556163311650464,27,AB,image_1
77.58620689655173,lssti,2.2422234003040624,1.0593349589425363,27,AB,image_1
82.75862068965517,lssti,1.0678785989930402,1.0101363396951664,27,AB,image_1
87.93103448275862,lssti,0.7517568766976875,1.0692640944497684,27,AB,image_1
93.10344827586206,lssti,1.1007162375191282,1.0626686364422675,27,AB,image_1
98.27586206896552,lssti,1.6085437867253272,1.0814980493343112,27,AB,image_1
103.44827586206897,lssti,0.8749469098598559,1.0092225940840711,27,AB,image_1
0.0,lssty,13.533232918272095,1.0941265332858892,27,AB,image_1
5.172413793103448,lssty,16.978109337115402,1.056297896329308,27,AB,image_1
10.344827586206897,lssty,15.777870699883405,1.0940819413295064,27,AB,image_1
15.517241379310345,lssty,15.342314751920297,1.0982284472561021,27,AB,image_1
20.689655172413794,lssty,14.697902876897645,1.0796767341014926,27,AB,image_1
25.862068965517242,lssty,14.317362143083214,1.1145853269821033,27,AB,image_1
31.03448275862069,lssty,10.348370326335713,1.0994837935011417,27,AB,image_1
36.20689655172414,lssty,11.082240651061685,1.0775057042494351,27,AB,image_1
41.37931034482759,lssty,6.027769522841556,1.0763024358270055,27,AB,image_1
46.55172413793103,lssty,7.990774995258965,1.0847284124291479,27,AB,image_1
51.724137931034484,lssty,4.870345663699803,1.0643534638082688,27,AB,image_1
56.896551724137936,lssty,4.26867164549129,1.024940194258234,27,AB,image_1
62.06896551724138,lssty,3.163478666753622,1.059597986977242,27,AB,image_1
67.24137931034483,lssty,2.3256502006666935,1.0148708165109057,27,AB,image_1
72.41379310344828,lssty,3.362119618560426,1.1043660643934732,27,AB,image_1
77.58620689655173,lssty,1.9767612196532058,1.0952101512732664,27,AB,image_1
82.75862068965517,lssty,2.9150831756385127,1.071743580856341,27,AB,image_1
87.93103448275862,lssty,1.4484898614979924,1.0500394305226188,27,AB,image_1
93.10344827586206,lssty,0.8275822675051294,1.034758579648879,27,AB,image_1
98.27586206896552,lssty,2.80745820601292,1.0671090021738032,27,AB,image_1
103.44827586206897,lssty,1.847368354521242,1.0281574142875227,27,AB,image_1
0.0,F110W,32.10138923779549,1.1054940549800016,28,AB,image_1
5.172413793103448,F110W,38.36808806950379,1.172210308458034,28,AB,image_1
10.344827586206897,F110W,41.10172079191409,1.1679819829759848,28,AB,image_1
15.517241379310345,F110W,38.84228441227134,1.1449950833662852,28,AB,image_1
20.689655172413794,F110W,37.41513152151332,1.1604035561295842,28,AB,image_1
25.862068965517242,F110W,28.281568639836532,1.0916719893065339,28,AB,image_1
31.03448275862069,F110W,25.252776252309264,1.0921360610303785,28,AB,image_1
36.20689655172414,F110W,23.189201994131196,1.1466932446497318,28,AB,image_1
41.37931034482759,F110W,20.087584623314186,1.142454740287959,28,AB,image_1
46.55172413793103,F110W,18.512493492437805,1.049334641527031,28,AB,image_1
51.724137931034484,F110W,18.03311748180202,1.126605735548559,28,AB,image_1
56.896551724137936,F110W,15.647606005670404,1.1264272142601297,28,AB,image_1
62.06896551724138,F110W,16.12757526357045,1.0980401710998908,28,AB,image_1
67.24137931034483,F110W,12.050357401294127,1.1259377416778364,28,AB,image_1
72.41379310344828,F110W,11.64948981990142,1.1016443460500456,28,AB,image_1
77.58620689655173,F110W,8.888495215581145,1.0747407988210735,28,AB,image_1
82.75862068965517,F110W,9.554589904344711,1.055022716136981,28,AB,image_1
87.93103448275862,F110W,6.078483009098554,1.0230694572702028,28,AB,image_1
93.10344827586206,F110W,8.189631790517156,1.063411519067069,28,AB,image_1
98.27586206896552,F110W,6.591941816692857,1.0645966802330504,28,AB,image_1
103.44827586206897,F110W,5.485020229699214,1.101039433519417,28,AB,image_1
0.0,F160W,27.344888413926096,1.0713662446997991,28,AB,image_1
5.172413793103448,F160W,29.56365922917407,1.1327679850443686,28,AB,image_1
10.344827586206897,F160W,28.699639283215987,1.0720219423014736,28,AB,image_1
15.517241379310345,F160W,27.362979222497493,1.0679818495725908,28,AB,image_1
20.689655172413794,F160W,25.279029966838802,1.1477394986666283,28,AB,image_1
25.862068965517242,F160W,21.014241891700973,1.0761581585949844,28,AB,image_1
31.03448275862069,F160W,19.9125983056751,1.1246869173464236,28,AB,image_1
36.20689655172414,F160W,19.48553460739023,1.128925625424029,28,AB,image_1
41.37931034482759,F160W,17.967825220409914,1.109175827345716,28,AB,image_1
46.55172413793103,F160W,21.33466875979941,1.0846155890765894,28,AB,image_1
51.724137931034484,F160W,24.500202648258742,1.0603105228072824,28,AB,image_1
56.896551724137936,F160W,21.93166461489864,1.1276069430259565,28,AB,image_1
62.06896551724138,F160W,21.284240579438165,1.1116607321483987,28,AB,image_1
67.24137931034483,F160W,20.069095530183247,1.0862813583183488,28,AB,image_1
72.41379310344828,F160W,15.168942893639455,1.1140484364587184,28,AB,image_1
77.58620689655173,F160W,13.642688901559335,1.0548746427110793,28,AB,image_1
82.75862068965517,F160W,11.271644327879434,1.0772945597874255,28,AB,image_1
87.93103448275862,F160W,9.415376587829552,1.0582362558233491,28,AB,image_1
93.10344827586206,F160W,7.287571138375673,1.0851287122798605,28,AB,image_1
98.27586206896552,F160W,7.539267133765461,1.1131256988338292,28,AB,image_1
103.44827586206897,F160W,5.522199586080843,1.0246965690794474,28,AB,image_1
25.862068965517242,lssti,1.4176424916960408,1.023674559378865,27,AB,image_2
31.03448275862069,lssti,2.215729072670576,1.0988087751805724,27,AB,image_2
36.20689655172414,lssti,5.381218422257146,1.0503440450551378,27,AB,image_2
41.37931034482759,lssti,6.531059056824999,1.1073230304346713,27,AB,image_2
46.55172413793103,lssti,4.623442809346465,1.0726827591445551,27,AB,image_2
51.724137931034484,lssti,6.0112818904443746,1.0854591973071486,27,AB,image_2
56.896551724137936,lssti,6.618814592444128,1.064503861669575,27,AB,image_2
62.06896551724138,lssti,3.5554651149211183,1.0818379615413254,27,AB,image_2
67.24137931034483,lssti,3.4924786578735265,1.0590253787098602,27,AB,image_2
72.41379310344828,lssti,2.2974820367854343,1.0599676740998105,27,AB,image_2
77.58620689655173,lssti,2.8256844809683352,1.0619026684876591,27,AB,image_2
82.75862068965517,lssti,0.2554368954342271,1.0116616592490744,27,AB,image_2
93.10344827586206,lssti,1.419274682284908,1.0630372236709156,27,AB,image_2
103.44827586206897,lssti,0.04464347757385162,1.0091737684659574,27,AB,image_2
108.62068965517241,lssti,0.5483695896217007,1.0601217516557624,27,AB,image_2
124.13793103448276,lssti,1.735449726135628,1.0548147254690843,27,AB,image_2
134.48275862068965,lssti,0.5338761073793454,1.0108793180992566,27,AB,image_2
139.6551724137931,lssti,2.7141246627085267,1.079421615161278,27,AB,image_2
25.862068965517242,lssty,1.274538942156827,1.0876023900768663,27,AB,image_2
31.03448275862069,lssty,1.3903628754114365,1.0801071566423708,27,AB,image_2
36.20689655172414,lssty,4.145953250294079,1.0673364722476417,27,AB,image_2
41.37931034482759,lssty,9.138114801509616,1.0745330658420547,27,AB,image_2
46.55172413793103,lssty,9.358120568943121,1.0888605080369054,27,AB,image_2
51.724137931034484,lssty,9.829326171111466,1.0718805505375317,27,AB,image_2
56.896551724137936,lssty,7.961382564870797,1.0342012023496063,27,AB,image_2
62.06896551724138,lssty,7.14480858821401,1.0687873917261217,27,AB,image_2
67.24137931034483,lssty,7.087677605696891,1.0236332016047147,27,AB,image_2
72.41379310344828,lssty,4.426419048798798,1.1112137831552846,27,AB,image_2
77.58620689655173,lssty,3.662252096131154,1.10043706074108,27,AB,image_2
82.75862068965517,lssty,3.720002630452814,1.075553204693708,27,AB,image_2
87.93103448275862,lssty,1.6405302645228346,1.0525848554843185,27,AB,image_2
93.10344827586206,lssty,1.4098110653272196,1.0364201439083751,27,AB,image_2
