snid delta delta_err beta0 beta0_err
simSN_168 40.25821328778766 0.43029897476087936 0.502655780977345 0.005489946229984284
simSN_169 39.94933564697024 0.28149001354453834 0.5022996496028339 0.0028916631511224744
simSN_17 40.153980084312195 0.6956395639939829 0.4987044985259119 0.007812949349806541
simSN_170 40.574548108488685 0.813467923465651 0.5002435024356674 0.008306458574722132
simSN_171 39.948839472831374 0.2733414709740594 0.4967843391229404 0.0036413690268946534
simSN_172 40.51942987763607 0.4473164357533198 0.49652478372918174 0.004742577629238707
simSN_173 41.49321127636416 0.7912437231848892 0.4902210233671799 0.006643406555162933
simSN_174 41.0770262378379 1.170393556657273 0.5369448303099188 0.012835267633379313
simSN_175 40.323657381399386 0.14080720437798408 0.49664906339579035 0.002113691965298836
simSN_176 41.03543036157646 0.5917596802724197 0.49781796684445656 0.004487909534152441
simSN_177 42.63559822620227 1.096540225172399 0.4785788673165468 0.012300282464609675
simSN_178 40.13419720219135 0.11247705914476425 0.49936125616711574 0.0013497087552643524
simSN_179 40.81372994662122 0.7472075864930446 0.4913607983132715 0.0069323732137052665
simSN_18 40.6062438638598 0.8098124883810665 0.486395573335853 0.008849333258862918
simSN_180 39.78355077576096 1.1158149738641463 0.49552900746335166 0.011133640341086385
simSN_181 40.50228164528728 0.8117536864793237 0.5056957937397069 0.011112729336019565
simSN_182 41.788106844435454 0.6677407513470274 0.48048293902813316 0.007787291440915502
simSN_183 40.16473513227753 0.13496570354589724 0.5005285332882279 0.0020756562569940297
simSN_184 39.777564910368305 0.14003285090344328 0.5005326716644667 0.0017700944158430937
simSN_185 40.759545117963505 0.6571085610872888 0.4955062429624583 0.006574572100177679
simSN_186 41.761791007430304 1.1179464649458388 0.49763149017707103 0.012290819834461224
simSN_187 41.58334808029425 0.6101397326929882 0.493822102038738 0.00843707865800792
simSN_188 39.96955420167836 0.16072146558841882 0.49950799764487414 0.0018754393937539164
simSN_189 41.41470499098142 0.6058662600904959 0.5004558974366998 0.008260128574060215
simSN_19 40.259010087485045 0.1711818592210683 0.4953927639551413 0.0023272467828152595
simSN_190 40.8555050100867 0.2793083006921952 0.4977836483597008 0.0030977892803303636
simSN_191 40.83612223918675 0.5815530918750452 0.49167706961211655 0.007131428378250833
simSN_192 40.6922179518498 0.5312776423248162 0.49370096319383455 0.004919609642861199
simSN_193 40.52577069464983 0.1854376680127872 0.4997708114075296 0.002866287944990592
simSN_194 39.820843313559166 0.5830466097591915 0.49413760624113945 0.005579733492492147
simSN_195 41.45827599130843 1.3898018922045035 0.4754102634477625 0.012774147796522214
simSN_196 40.65454942825891 0.29880344305200846 0.5027306708748946 0.003646941971929175
simSN_197 40.66698961773908 0.4490052671946684 0.5007221122880289 0.005128131920854792
simSN_198 39.69593947845304 0.11894507434556352 0.4957343838034838 0.0017598129181440718
simSN_199 41.13250484485141 0.844693659646246 0.4944954593968665 0.00868385820864285
simSN_2 40.13055428001856 0.665381324782435 0.4840029898930258 0.006464473008903626
simSN_20 41.81112017877345 0.8259497291349985 0.5002383569960555 0.00972239813923955
simSN_21 40.16605763334384 0.1507074982759791 0.5018494247266998 0.0016828256234586868
simSN_22 42.30778867150865 1.6497771079357941 0.4916569376890602 0.013898317227279975
simSN_23 40.80730612655231 0.7287808155142891 0.48396902425941307 0.0079894445495623
simSN_24 39.91776393030407 0.6912380029525635 0.48648144674028415 0.008092172661885746
simSN_25 40.41435514740002 0.4130997414094649 0.49482067573550736 0.005433220297026047
simSN_26 41.250323184861145 0.7601147755462365 0.49258865729925305 0.007913661877374573
simSN_27 39.89630019381917 0.23671084676099038 0.5022470378168318 0.002998096207208663
simSN_28 40.10560710281186 0.19698801884702152 0.5008929010104572 0.002526288740323225
simSN_29 40.182049343607645 0.30620481120604726 0.49454658882637015 0.0036668870783766088
simSN_3 40.29462300563098 0.40325813841309227 0.49862444043128545 0.004234708516078428
simSN_30 40.15810030861866 0.31112670063013975 0.494738124289944 0.0046314357737100905
simSN_31 40.84174746506069 0.4150779773632497 0.49985722901123475 0.005201484904067651
simSN_32 40.0001179099061 0.11185378041369169 0.4981924700461996 0.0016359616567583385
simSN_33 41.45878157385667 0.5355410745497126 0.4928516258588669 0.0055600432600728025
simSN_34 40.94985042408447 1.2334339410710857 0.49134279657763374 0.012151393718070622
simSN_35 42.018318035820265 1.0890384235612904 0.4966864155276962 0.009758824956049066
simSN_36 40.997414225966246 0.615685602210957 0.4856136557477606 0.006825983429911516
simSN_37 40.53257845037266 0.8437573632112931 0.49037375406457223 0.009622205768656637
simSN_38 40.958523589830186 0.3648690127525909 0.4981861388694392 0.004090689621110384
simSN_39 39.931716724975466 0.3381002731634408 0.5002157397061352 0.0057938932678779104
simSN_4 40.106892658096385 0.31567217384478446 0.5074855382080871 0.004280066617270846
simSN_40 42.08190470817007 0.7173039490787552 0.4944639356797957 0.007272293580610185
simSN_41 40.10131760770605 0.1746332916731473 0.4974870067871549 0.0022025520105037276
simSN_42 40.981675866514735 0.9703894345066357 0.5011001505190148 0.010475929539731985
simSN_43 39.356303886091 0.5560623236499309 0.5060806547627392 0.005847557433815516
simSN_44 40.76270994504285 1.2856763436259677 0.5020606067437225 0.013780424787970959
simSN_45 40.93493472684905 0.5289418878803569 0.4965395379695804 0.005408823893272101
simSN_46 39.37896628216595 0.5467526845033945 0.5041322147420909 0.0063538147709337614
simSN_47 40.4267386406653 0.4653800406636122 0.4878390542518412 0.0050850765911030745
simSN_48 42.01637601280189 1.5333775144881225 0.5064997765213067 0.018513033151673557
simSN_49 39.94497224001734 0.34389934122318433 0.5026670751745588 0.004399764307597925
simSN_5 39.85597178847131 0.7408456727466354 0.5071999895881151 0.0073461304849623725
simSN_50 40.80685966333748 0.4223928613022774 0.501692924834471 0.006021863582196083
simSN_51 40.35391464203026 0.44912249475188226 0.501596157480139 0.006178787651309783
simSN_52 40.200420133296724 0.19607521026202449 0.5001716881955701 0.002220884781093191
simSN_53 40.35989986543977 0.22902153222720797 0.4978468114980217 0.002755579294035433
simSN_54 39.45409658968554 0.84780131794183 0.5037406336756007 0.007768730852264942
simSN_55 40.71394161430948 0.27565317437731995 0.4980457538290376 0.003393497225648114
simSN_56 44.31544117596254 1.7824626457485266 0.4732262631539869 0.015197931377511029
simSN_57 39.92184896279946 0.06306954354477744 0.5005684095085354 0.0007475322723191519
simSN_58 40.34766974104173 0.29296791085390766 0.49434643101587883 0.0038695392850679345
simSN_59 40.46125019392417 0.39558818902156984 0.4942800600212109 0.004416148551843602
simSN_6 41.21412789138432 0.7384838431616609 0.5091268413579565 0.008581405174061791
simSN_60 40.67758619231128 0.20607664760861602 0.4944630084023144 0.0023354407745915092
simSN_61 43.21222206260805 1.0447978972319734 0.4894223473215116 0.010780108305562162
simSN_62 41.042978744599026 0.7281748781742445 0.4993222026315678 0.007148453398685468
simSN_63 39.26633792694413 0.6564389889670426 0.48708673215120035 0.0075033707810777195
simSN_64 40.35322591975546 0.26585498260528523 0.4941242245558541 0.003939954808487115
simSN_65 40.741698784747406 1.0852142641704319 0.4938661372864556 0.01055521237112058
simSN_66 40.5047085511424 0.2868658692237016 0.4954928219883731 0.003152431767213707
simSN_67 40.808506259880986 0.8325802367717093 0.49635917433108356 0.00788075412710321
simSN_68 40.564661060732334 0.7061518612216569 0.4900067908013801 0.007620909290306216
simSN_69 40.12545075002008 0.09148076530688225 0.5003276712366229 0.0014725751965749372
simSN_7 39.717862941310344 0.38257337719023987 0.500820534686769 0.0038916339413057207
simSN_70 41.58269265133098 0.9462040041261744 0.5087320006080419 0.010080621102240511
simSN_71 40.33055335862815 0.5221536554883772 0.4951660621034493 0.005434914503622543
simSN_72 40.00971533558209 0.08034462864728896 0.4993560144294082 0.0011693707119541721
simSN_73 38.419712444956836 0.8189581906340689 0.49966239042735006 0.010034395812000125
simSN_74 41.08649236685655 0.6861304389616829 0.503713416804913 0.0060438701394581
simSN_75 40.2118772810719 0.3289865600964915 0.49681848643633536 0.0029767626011371075
simSN_76 40.47791190949174 0.3880427069100007 0.4957877825682875 0.004502689716960898
simSN_77 38.6381230541447 1.1353385931294038 0.49537454745935733 0.011995502730749015
simSN_78 38.83494145050565 1.3248491159712692 0.49018723616951015 0.011381378597191254
simSN_79 39.74192985853206 0.5388980960563311 0.5003152790950035 0.005449049611606968
simSN_8 39.773040439854576 0.49591974951987206 0.4904467250435327 0.006811278134110739
simSN_80 42.09646040216304 1.8676947692231018 0.5024800945295931 0.016708238064252905
simSN_81 40.08443085867378 0.14868879195658177 0.5021271997858959 0.001974168398315428
simSN_82 40.39479342454736 0.2877428101040156 0.5015510354970404 0.0036798181940047164
simSN_83 39.454876405418155 0.9829779556698525 0.5141090172490783 0.011095788432603792
simSN_84 39.93540650705411 0.13193180645192173 0.49900614765168005 0.0018985877400099272
simSN_85 40.41990377929399 0.1845636763355449 0.4984605154888142 0.0024743219472510678
simSN_86 40.32073774307698 0.17395844323570978 0.49817799777295996 0.002412187396843573
simSN_87 40.79296428055965 0.540958371977052 0.507539528444935 0.0063867796045799004
simSN_88 40.00216251510294 0.14015520597881442 0.5021879015234098 0.0018188019788731129
simSN_89 39.948504025915106 0.3610044445393492 0.49626265524870283 0.0036739648749584027
simSN_9 40.07742312624638 0.263350511241687 0.5028809847238275 0.0039138142021754585
simSN_90 40.86786207446992 0.24613763219670395 0.5033764517493908 0.0027956898831051707
simSN_91 42.426246743472504 0.6526536422956106 0.4956341568718094 0.008141855149417144
simSN_92 40.095091197687374 0.20228000374424826 0.4947042542156492 0.002572567574274955
simSN_93 40.960242130215164 1.339258118852615 0.5055967118934434 0.010645043150946741
simSN_94 39.960934059537635 0.6002172466311679 0.4966760840136985 0.005988472534079688
simSN_95 40.071395492540745 0.9946392552086463 0.4881212036018751 0.01348083781383659
simSN_96 40.039364503575555 0.15509422962534739 0.4963837275827407 0.002621814053855767
simSN_97 40.50752605244898 1.2101672473577172 0.4897786972162061 0.010906345390264438
simSN_98 40.97641167393823 0.4378540138660362 0.49113012883597496 0.004607200349666291
simSN_99 40.46193110768882 0.2336428690403569 0.5003196723790995 0.003309774269494537
